customer_id,age,gender,total_purchase_amount,location,total_purchases,is_subscriber,preferred_size,preferred_color,preferred_shipping,used_promo_code,preferred_payment_method,average_review_rating,average_purchase_amount,cluster
314,42,Male,77,Vermont,51,True,M,Pink,Express,True,Credit Card,3.7,1.5098039215686274,0
316,66,Male,24,Wisconsin,25,True,XL,Orange,Express,True,Debit Card,4.5,0.96,0
318,58,Male,82,West Virginia,43,True,L,Teal,Standard,True,Cash,4.3,1.9069767441860466,0
322,41,Male,36,Vermont,49,True,L,Orange,Free Shipping,True,Debit Card,4.7,0.7346938775510204,0
324,66,Male,78,Tennessee,30,True,M,Orange,Next Day Air,True,PayPal,3.5,2.6,0
325,37,Male,82,Wyoming,38,True,M,Olive,Standard,True,Venmo,4.8,2.1578947368421053,0
337,36,Male,81,Rhode Island,17,True,S,Orange,Express,True,PayPal,4.4,4.764705882352941,0
340,40,Male,33,Pennsylvania,22,True,M,Teal,2-Day Shipping,True,Credit Card,3.8,1.5,0
346,48,Male,59,Wyoming,28,True,S,Olive,Next Day Air,True,Bank Transfer,4.4,2.107142857142857,0
348,36,Male,41,Oregon,44,True,L,Red,Store Pickup,True,PayPal,3.9,0.9318181818181818,0
353,27,Male,71,Texas,13,True,XL,Yellow,Next Day Air,True,Cash,4.9,5.461538461538462,0
355,58,Male,76,Pennsylvania,43,True,S,Olive,Free Shipping,True,Venmo,3.0,1.7674418604651163,0
361,51,Male,30,Rhode Island,19,True,M,Teal,Standard,True,Debit Card,3.0,1.5789473684210527,0
370,38,Male,40,Wisconsin,46,True,M,Silver,Store Pickup,True,PayPal,3.3,0.8695652173913043,0
371,59,Male,34,Oregon,14,True,M,Olive,Express,True,PayPal,3.4,2.4285714285714284,0
373,24,Male,85,Pennsylvania,8,True,L,Orange,Standard,True,Debit Card,3.7,10.625,0
374,23,Male,27,North Dakota,12,True,L,White,Express,True,Venmo,4.6,2.25,0
375,69,Male,78,Ohio,40,True,S,Purple,Store Pickup,True,Bank Transfer,5.0,1.95,0
376,59,Male,32,Oklahoma,7,True,M,Olive,Standard,True,Debit Card,4.4,4.571428571428571,0
384,50,Male,77,West Virginia,7,True,S,Magenta,Standard,True,PayPal,2.9,11.0,0
386,67,Male,93,West Virginia,13,True,S,Yellow,Next Day Air,True,Credit Card,2.7,7.153846153846154,0
389,22,Male,82,Washington,11,True,M,Orange,Store Pickup,True,PayPal,2.7,7.454545454545454,0
390,27,Male,42,Virginia,29,True,L,Purple,Standard,True,Bank Transfer,4.2,1.4482758620689655,0
394,33,Male,65,Vermont,7,True,L,Maroon,Standard,True,PayPal,4.2,9.285714285714286,0
402,43,Male,91,Oklahoma,22,True,L,Orange,Standard,True,Cash,4.8,4.136363636363637,0
406,41,Male,74,South Carolina,16,True,S,Silver,Standard,True,Cash,3.8,4.625,0
408,45,Male,76,North Carolina,6,True,XL,Teal,Next Day Air,True,Credit Card,3.1,12.666666666666666,0
415,29,Male,88,Wyoming,31,True,L,Violet,Store Pickup,True,Debit Card,2.6,2.838709677419355,0
417,36,Male,55,Oregon,25,True,L,Olive,Free Shipping,True,Bank Transfer,3.8,2.2,0
420,53,Male,91,Utah,15,True,S,Teal,Free Shipping,True,Credit Card,3.5,6.066666666666666,0
426,40,Male,87,North Dakota,5,True,S,Teal,Store Pickup,True,Credit Card,3.3,17.4,0
435,50,Male,52,Oklahoma,40,True,L,Pink,Store Pickup,True,PayPal,4.0,1.3,0
447,19,Male,74,West Virginia,16,True,M,Silver,Store Pickup,True,Venmo,4.1,4.625,0
448,60,Male,82,Washington,8,True,S,Turquoise,Standard,True,Bank Transfer,3.6,10.25,0
452,66,Male,31,Virginia,27,True,M,Pink,Express,True,Credit Card,4.3,1.1481481481481481,0
461,64,Male,65,South Carolina,28,True,L,Teal,Store Pickup,True,Bank Transfer,3.7,2.3214285714285716,0
462,18,Male,93,Ohio,21,True,M,Yellow,Express,True,Venmo,3.9,4.428571428571429,0
466,54,Male,88,Oklahoma,26,True,M,Pink,Next Day Air,True,Cash,2.8,3.3846153846153846,0
467,38,Male,24,Vermont,26,True,L,Turquoise,Free Shipping,True,PayPal,4.6,0.9230769230769231,0
474,34,Male,42,West Virginia,30,True,L,Olive,Store Pickup,True,PayPal,3.9,1.4,0
482,46,Male,88,Wisconsin,11,True,L,Peach,2-Day Shipping,True,PayPal,3.2,8.0,0
484,23,Male,73,Oklahoma,13,True,M,White,Store Pickup,True,Debit Card,3.9,5.615384615384615,0
492,49,Male,69,Vermont,25,True,M,Silver,2-Day Shipping,True,Credit Card,3.7,2.76,0
498,43,Male,39,Oklahoma,32,True,S,Silver,Free Shipping,True,Cash,4.6,1.21875,0
500,36,Male,99,Rhode Island,25,True,L,Silver,Express,True,PayPal,4.8,3.96,0
501,36,Male,31,Washington,36,True,L,Purple,Next Day Air,True,Venmo,4.8,0.8611111111111112,0
511,21,Male,87,West Virginia,23,True,M,Teal,2-Day Shipping,True,Venmo,3.9,3.782608695652174,0
518,61,Male,49,North Dakota,45,True,L,Silver,Free Shipping,True,Cash,2.7,1.0888888888888888,0
521,51,Male,84,South Carolina,21,True,M,White,Free Shipping,True,Debit Card,3.9,4.0,0
528,21,Male,23,South Carolina,48,True,L,Yellow,Next Day Air,True,Bank Transfer,4.3,0.4791666666666667,0
532,50,Male,51,Vermont,43,True,L,Purple,Next Day Air,True,Cash,3.4,1.186046511627907,0
536,56,Male,45,West Virginia,25,True,L,Maroon,Free Shipping,True,Bank Transfer,3.2,1.8,0
538,50,Male,49,Virginia,15,True,S,Turquoise,Store Pickup,True,Debit Card,3.0,3.2666666666666666,0
540,49,Male,48,Wyoming,50,True,M,Violet,Store Pickup,True,Debit Card,4.0,0.96,0
545,34,Male,64,Washington,31,True,S,Yellow,Standard,True,Bank Transfer,3.3,2.064516129032258,0
569,44,Male,88,Utah,37,True,L,Red,Free Shipping,True,PayPal,4.0,2.3783783783783785,0
588,29,Male,86,Washington,49,True,S,Maroon,Express,True,Debit Card,4.2,1.7551020408163265,0
589,47,Male,60,South Dakota,10,True,M,Violet,Standard,True,Debit Card,3.0,6.0,0
602,32,Male,38,West Virginia,6,True,M,Maroon,Store Pickup,True,Cash,4.7,6.333333333333333,0
605,44,Male,92,West Virginia,12,True,S,Pink,Store Pickup,True,Credit Card,4.4,7.666666666666667,0
610,51,Male,54,Ohio,50,True,L,Purple,Next Day Air,True,Credit Card,4.6,1.08,0
617,29,Male,72,Pennsylvania,39,True,L,Teal,Free Shipping,True,Credit Card,4.6,1.8461538461538463,0
625,55,Male,87,South Carolina,22,True,XL,Pink,Express,True,PayPal,3.4,3.9545454545454546,0
632,55,Male,68,Washington,28,True,S,Violet,Store Pickup,True,Cash,4.1,2.4285714285714284,0
633,35,Male,51,Wyoming,20,True,M,Red,Next Day Air,True,Venmo,3.9,2.55,0
635,36,Male,60,Ohio,47,True,M,Teal,Standard,True,PayPal,3.9,1.2765957446808511,0
646,62,Male,42,Oklahoma,16,True,S,Purple,Express,True,Venmo,4.2,2.625,0
673,59,Male,53,Washington,30,True,M,Peach,2-Day Shipping,True,Cash,3.3,1.7666666666666666,0
678,60,Male,62,Washington,42,True,S,Turquoise,Express,True,PayPal,2.7,1.4761904761904763,0
688,19,Male,38,West Virginia,47,True,XL,Turquoise,Free Shipping,True,Bank Transfer,3.3,0.8085106382978723,0
690,19,Male,91,Pennsylvania,36,True,M,Orange,Express,True,Credit Card,4.7,2.5277777777777777,0
694,46,Male,52,Vermont,31,True,L,Turquoise,Free Shipping,True,Cash,3.1,1.6774193548387097,0
701,57,Male,79,Wisconsin,6,True,L,Olive,Standard,True,PayPal,4.1,13.166666666666666,0
711,22,Male,91,Virginia,27,True,L,Turquoise,Standard,True,PayPal,4.1,3.3703703703703702,0
726,61,Male,61,Texas,34,True,L,Silver,Standard,True,Debit Card,3.1,1.7941176470588236,0
727,32,Male,78,North Dakota,21,True,L,Yellow,Next Day Air,True,Bank Transfer,3.6,3.7142857142857144,0
741,26,Male,69,South Dakota,23,True,M,Orange,Next Day Air,True,Credit Card,2.8,3.0,0
742,22,Male,79,West Virginia,24,True,XL,Yellow,Free Shipping,True,Bank Transfer,4.7,3.2916666666666665,0
750,56,Male,71,Oklahoma,12,True,M,Olive,Standard,True,Debit Card,3.7,5.916666666666667,0
753,39,Male,85,Ohio,18,True,L,Yellow,2-Day Shipping,True,PayPal,4.2,4.722222222222222,0
765,55,Male,39,Virginia,7,True,XL,Silver,Free Shipping,True,Debit Card,4.2,5.571428571428571,0
778,55,Male,32,Wyoming,38,True,XL,Silver,Express,True,Venmo,2.5,0.8421052631578947,0
789,50,Male,51,Rhode Island,19,True,XL,Yellow,Store Pickup,True,Bank Transfer,3.8,2.6842105263157894,0
810,48,Male,81,South Carolina,31,True,M,Violet,Next Day Air,True,PayPal,4.9,2.6129032258064515,0
816,30,Male,84,West Virginia,28,True,L,Teal,Next Day Air,True,Venmo,3.0,3.0,0
831,41,Male,76,Wyoming,6,True,M,Maroon,Express,True,Credit Card,4.2,12.666666666666666,0
832,66,Male,63,Washington,48,True,M,Red,Express,True,Cash,4.3,1.3125,0
834,43,Male,68,Oklahoma,12,True,M,Purple,Standard,True,Credit Card,3.5,5.666666666666667,0
837,23,Male,90,West Virginia,23,True,L,Violet,Store Pickup,True,Cash,3.9,3.9130434782608696,0
859,19,Male,26,Oklahoma,34,True,L,Olive,Free Shipping,True,PayPal,3.1,0.7647058823529411,0
860,47,Male,73,Wisconsin,8,True,M,Teal,Next Day Air,True,Debit Card,4.0,9.125,0
873,56,Male,33,North Dakota,26,True,M,Pink,Standard,True,Cash,2.9,1.2692307692307692,0
882,52,Male,61,South Carolina,19,True,M,Silver,Next Day Air,True,Venmo,2.7,3.210526315789474,0
886,41,Male,99,Ohio,50,True,L,Purple,Free Shipping,True,Debit Card,4.4,1.98,0
895,44,Male,60,Wyoming,4,True,L,Purple,Free Shipping,True,Debit Card,3.8,15.0,0
900,65,Male,58,Rhode Island,21,True,M,Peach,Standard,True,PayPal,4.0,2.761904761904762,0
907,41,Male,56,South Carolina,22,True,M,Red,Standard,True,Debit Card,4.2,2.5454545454545454,0
911,49,Male,25,South Carolina,23,True,S,Pink,Express,True,Credit Card,3.4,1.0869565217391304,0
914,37,Male,47,Utah,30,True,M,Yellow,Next Day Air,True,Cash,2.6,1.5666666666666667,0
915,43,Male,67,Washington,28,True,L,Purple,Standard,True,Venmo,4.1,2.392857142857143,0
916,31,Male,22,Rhode Island,34,True,L,Purple,Store Pickup,True,Credit Card,2.9,0.6470588235294118,0
922,70,Male,24,South Dakota,19,True,L,Silver,Express,True,PayPal,4.1,1.263157894736842,0
935,45,Male,47,Oregon,22,True,S,Yellow,Express,True,Bank Transfer,3.7,2.1363636363636362,0
936,58,Male,51,Ohio,3,True,L,White,Store Pickup,True,Bank Transfer,2.6,17.0,0
939,36,Male,97,Wisconsin,22,True,S,Teal,Free Shipping,True,Debit Card,4.8,4.409090909090909,0
962,62,Male,72,Pennsylvania,38,True,L,Olive,Next Day Air,True,Debit Card,3.7,1.894736842105263,0
976,58,Male,40,Washington,3,True,M,Olive,2-Day Shipping,True,Bank Transfer,3.8,13.333333333333334,0
983,35,Male,62,Texas,38,True,S,Red,Standard,True,PayPal,3.2,1.631578947368421,0
989,50,Male,84,Ohio,48,True,M,Orange,2-Day Shipping,True,PayPal,4.9,1.75,0
991,48,Male,63,Washington,25,True,S,Yellow,Store Pickup,True,Cash,4.8,2.52,0
992,20,Male,97,Wisconsin,41,True,XL,White,Standard,True,Bank Transfer,2.7,2.3658536585365852,0
995,53,Male,68,New York,21,True,L,Violet,Express,True,Debit Card,3.2,3.238095238095238,0
1002,61,Male,60,Washington,5,True,M,Orange,Standard,True,Debit Card,3.6,12.0,0
1003,55,Male,59,North Dakota,4,True,M,White,Store Pickup,True,Bank Transfer,3.5,14.75,0
1015,28,Male,97,Ohio,37,True,M,Violet,Standard,True,Debit Card,3.0,2.6216216216216215,0
1018,21,Male,53,Oklahoma,15,True,L,Orange,Express,True,Credit Card,2.5,3.533333333333333,0
1025,28,Male,66,Pennsylvania,19,True,M,Purple,Free Shipping,True,Venmo,3.5,3.473684210526316,0
1027,49,Male,95,Virginia,40,True,L,Turquoise,Express,True,PayPal,3.0,2.375,0
1028,33,Male,90,Ohio,12,True,L,Teal,Next Day Air,True,Cash,2.8,7.5,0
1030,29,Male,22,Ohio,34,True,M,Purple,2-Day Shipping,True,Venmo,3.6,0.6470588235294118,0
1032,22,Male,50,Tennessee,33,True,M,Teal,Free Shipping,True,Cash,3.4,1.5151515151515151,0
1045,39,Male,30,Oregon,18,True,L,Teal,Next Day Air,True,Bank Transfer,4.4,1.6666666666666667,0
1048,31,Male,36,Utah,8,True,S,Olive,Standard,True,Credit Card,4.2,4.5,0
1050,45,Male,33,Virginia,25,True,S,Purple,Store Pickup,True,Cash,2.8,1.32,0
1053,60,Male,36,Virginia,2,True,XL,Pink,2-Day Shipping,True,Credit Card,3.0,18.0,0
1058,65,Male,23,Wisconsin,21,True,S,Maroon,2-Day Shipping,True,Credit Card,4.4,1.0952380952380953,0
1065,34,Male,28,Wyoming,43,True,M,Violet,Express,True,Credit Card,3.5,0.6511627906976745,0
1068,18,Male,43,Pennsylvania,23,True,S,Peach,2-Day Shipping,True,PayPal,2.7,1.8695652173913044,0
1069,55,Male,94,Wyoming,48,True,M,Olive,Standard,True,Credit Card,2.5,1.9583333333333333,0
1075,48,Male,71,Tennessee,46,True,S,White,Standard,True,Bank Transfer,2.6,1.5434782608695652,0
1078,58,Male,28,West Virginia,6,True,M,Pink,Standard,True,PayPal,3.7,4.666666666666667,0
1084,35,Male,97,Washington,44,True,L,Teal,Store Pickup,True,Cash,3.3,2.2045454545454546,0
1086,25,Male,85,Utah,24,True,M,Turquoise,Store Pickup,True,Venmo,3.0,3.5416666666666665,0
1088,45,Male,71,West Virginia,8,True,S,White,Next Day Air,True,Bank Transfer,3.4,8.875,0
1096,19,Male,34,Tennessee,31,True,S,Peach,Free Shipping,True,Bank Transfer,3.0,1.096774193548387,0
1103,52,Male,83,Texas,25,True,M,Peach,Express,True,Cash,2.9,3.32,0
1108,69,Male,62,Texas,27,True,M,Peach,Store Pickup,True,Bank Transfer,2.8,2.2962962962962963,0
1110,66,Male,97,Oklahoma,3,True,L,Violet,Next Day Air,True,Venmo,4.9,32.333333333333336,0
1113,69,Male,67,Washington,33,True,XL,Pink,Free Shipping,True,PayPal,4.6,2.0303030303030303,0
1133,50,Male,98,North Carolina,26,True,S,Teal,Store Pickup,True,Cash,4.3,3.769230769230769,0
1142,39,Male,33,Ohio,24,True,S,Silver,Next Day Air,True,PayPal,4.7,1.375,0
1148,59,Male,36,Tennessee,18,True,XL,Red,Next Day Air,True,Debit Card,4.3,2.0,0
1156,67,Male,53,Tennessee,48,True,S,Red,Express,True,PayPal,2.6,1.1041666666666667,0
1162,63,Male,52,Oklahoma,38,True,S,Orange,2-Day Shipping,True,PayPal,3.1,1.368421052631579,0
1164,26,Male,56,Tennessee,25,True,L,White,2-Day Shipping,True,Debit Card,3.0,2.24,0
1166,51,Male,64,Wisconsin,22,True,M,Silver,Next Day Air,True,Venmo,2.9,2.909090909090909,0
1173,59,Male,68,Oregon,43,True,L,Peach,Store Pickup,True,Bank Transfer,4.6,1.5813953488372092,0
1177,36,Male,83,Oregon,40,True,M,Red,Free Shipping,True,PayPal,4.6,2.075,0
1179,37,Male,22,South Carolina,24,True,M,Teal,Express,True,Debit Card,4.9,0.9166666666666666,0
1191,62,Male,45,South Carolina,32,True,M,Orange,Next Day Air,True,Credit Card,4.3,1.40625,0
1196,25,Male,95,Texas,34,True,M,White,2-Day Shipping,True,Venmo,4.0,2.7941176470588234,0
1198,54,Male,92,Vermont,27,True,L,Violet,Standard,True,PayPal,3.9,3.4074074074074074,0
1208,62,Male,90,Washington,49,True,M,White,Next Day Air,True,Credit Card,4.1,1.836734693877551,0
1209,20,Male,100,Wisconsin,9,True,S,Red,2-Day Shipping,True,Debit Card,2.9,11.11111111111111,0
1213,32,Male,74,Pennsylvania,19,True,M,Yellow,Free Shipping,True,Credit Card,2.5,3.8947368421052633,0
1216,66,Male,20,Oregon,16,True,L,Pink,2-Day Shipping,True,Credit Card,2.6,1.25,0
1226,28,Male,97,North Carolina,17,True,S,Turquoise,Free Shipping,True,Debit Card,2.6,5.705882352941177,0
1239,55,Male,77,Wyoming,4,True,M,Violet,Express,True,Venmo,3.7,19.25,0
1246,42,Male,31,New York,31,True,M,Violet,Standard,True,Bank Transfer,3.4,1.0,0
1249,62,Male,37,Wisconsin,9,True,XL,Red,Free Shipping,True,Credit Card,3.0,4.111111111111111,0
1250,62,Male,50,Oregon,49,True,M,Peach,Express,True,Venmo,4.5,1.0204081632653061,0
1257,45,Male,48,West Virginia,5,True,S,Olive,Express,True,Cash,3.6,9.6,0
1273,35,Male,80,Wisconsin,17,True,M,Orange,Express,True,Bank Transfer,4.4,4.705882352941177,0
1277,51,Male,68,Wyoming,38,True,L,Turquoise,Next Day Air,True,Bank Transfer,4.8,1.7894736842105263,0
1279,28,Male,98,Utah,32,True,M,Violet,Next Day Air,True,Venmo,2.8,3.0625,0
1284,69,Male,94,Oregon,24,True,M,Violet,2-Day Shipping,True,Debit Card,3.9,3.9166666666666665,0
1287,40,Male,49,West Virginia,45,True,L,Yellow,Next Day Air,True,Debit Card,4.9,1.0888888888888888,0
1295,27,Male,64,Texas,22,True,M,Silver,Standard,True,Cash,4.5,2.909090909090909,0
1297,48,Male,29,South Dakota,17,True,S,Teal,Express,True,Cash,2.8,1.7058823529411764,0
1309,59,Male,38,Rhode Island,15,True,L,Red,Next Day Air,True,Credit Card,4.4,2.533333333333333,0
1312,32,Male,87,Tennessee,13,True,M,Maroon,Express,True,Venmo,4.2,6.6923076923076925,0
1323,23,Male,74,Washington,18,True,M,Violet,Next Day Air,True,Bank Transfer,4.0,4.111111111111111,0
1324,58,Male,62,New York,16,True,M,Yellow,Standard,True,Debit Card,4.6,3.875,0
1329,37,Male,97,Rhode Island,41,True,M,Orange,Standard,True,Bank Transfer,3.7,2.3658536585365852,0
1335,46,Male,52,West Virginia,13,True,S,White,Store Pickup,True,Venmo,4.2,4.0,0
1338,37,Male,86,Tennessee,20,True,L,Silver,Express,True,Credit Card,3.4,4.3,0
1342,26,Male,27,Rhode Island,32,True,XL,Yellow,Standard,True,Bank Transfer,2.9,0.84375,0
1345,56,Male,37,New York,15,True,S,Violet,Next Day Air,True,Cash,4.9,2.466666666666667,0
1352,30,Male,31,Vermont,29,True,L,Maroon,2-Day Shipping,True,Bank Transfer,2.8,1.0689655172413792,0
1354,39,Male,83,Oregon,5,True,M,Teal,Next Day Air,True,Cash,4.1,16.6,0
1358,24,Male,66,Texas,21,True,S,Red,Next Day Air,True,Cash,3.5,3.142857142857143,0
1364,36,Male,90,Wisconsin,48,True,L,Red,Express,True,PayPal,4.0,1.875,0
1369,21,Male,36,Wisconsin,3,True,L,Orange,Express,True,Cash,4.9,12.0,0
1374,18,Male,40,Virginia,7,True,L,Turquoise,Store Pickup,True,Cash,2.6,5.714285714285714,0
1387,68,Male,56,Oregon,5,True,M,Silver,Next Day Air,True,Debit Card,4.0,11.2,0
1396,47,Male,32,West Virginia,41,True,L,Turquoise,Next Day Air,True,PayPal,2.8,0.7804878048780488,0
1403,62,Male,21,North Dakota,48,True,L,White,Express,True,PayPal,3.1,0.4375,0
1407,32,Male,46,Washington,16,True,L,Turquoise,Express,True,Debit Card,3.6,2.875,0
1411,61,Male,93,Tennessee,19,True,M,Purple,Store Pickup,True,Debit Card,4.0,4.894736842105263,0
1426,59,Male,40,Wyoming,40,True,S,White,Next Day Air,True,Credit Card,3.7,1.0,0
1428,31,Male,90,South Dakota,9,True,S,Orange,Store Pickup,True,Credit Card,4.9,10.0,0
1445,32,Male,36,Vermont,27,True,L,Pink,Express,True,Cash,3.8,1.3333333333333333,0
1447,63,Male,35,Wyoming,7,True,XL,Red,Express,True,Credit Card,3.2,5.0,0
1452,54,Male,34,Utah,36,True,M,Maroon,Next Day Air,True,PayPal,2.5,0.9444444444444444,0
1454,36,Male,93,Virginia,42,True,S,Teal,2-Day Shipping,True,Bank Transfer,3.2,2.2142857142857144,0
1461,70,Male,85,Pennsylvania,34,True,L,Violet,Standard,True,Venmo,4.6,2.5,0
1462,54,Male,95,Oregon,43,True,S,Red,2-Day Shipping,True,Venmo,5.0,2.2093023255813953,0
1468,30,Male,27,Ohio,17,True,XL,Olive,Store Pickup,True,Debit Card,4.7,1.588235294117647,0
1474,69,Male,63,Wisconsin,21,True,M,Violet,Express,True,Credit Card,4.3,3.0,0
1476,44,Male,61,Rhode Island,25,True,M,Teal,Express,True,Cash,4.0,2.44,0
1477,39,Male,56,Wyoming,19,True,M,Magenta,Next Day Air,True,Credit Card,4.1,2.9473684210526314,0
1478,24,Male,32,Oregon,2,True,XL,Silver,Standard,True,PayPal,4.3,16.0,0
1483,28,Male,67,Wisconsin,44,True,S,Magenta,2-Day Shipping,True,Bank Transfer,4.1,1.5227272727272727,0
1506,46,Male,20,North Dakota,40,True,M,Teal,Express,True,Cash,3.0,0.5,0
1513,60,Male,23,Wisconsin,19,True,L,Silver,Standard,True,PayPal,3.9,1.2105263157894737,0
