customer_id,age,gender,total_purchase_amount,location,total_purchases,is_subscriber,preferred_size,preferred_color,preferred_shipping,used_promo_code,preferred_payment_method,average_review_rating,average_purchase_amount,cluster
506,61,Male,63,Maine,10,True,L,Gray,Express,True,Cash,4.3,6.3,1
510,41,Male,80,Delaware,18,True,L,Cyan,Free Shipping,True,Debit Card,3.9,4.444444444444445,1
516,28,Male,67,Kentucky,8,True,L,Charcoal,Next Day Air,True,Cash,4.5,8.375,1
526,51,Male,37,Iowa,42,True,M,Cyan,Next Day Air,True,Debit Card,3.2,0.8809523809523809,1
529,34,Male,88,Maryland,41,True,S,Beige,Express,True,Cash,3.2,2.1463414634146343,1
542,52,Male,27,Connecticut,46,True,L,Gray,Next Day Air,True,Cash,2.8,0.5869565217391305,1
546,33,Male,32,Alabama,49,True,L,Magenta,2-Day Shipping,True,Debit Card,3.5,0.6530612244897959,1
552,29,Male,78,Idaho,28,True,XL,Green,2-Day Shipping,True,Cash,3.1,2.7857142857142856,1
560,66,Male,41,Arizona,23,True,M,Indigo,Store Pickup,True,Bank Transfer,2.9,1.7826086956521738,1
562,65,Male,65,Alabama,26,True,M,Blue,Next Day Air,True,PayPal,2.6,2.5,1
564,61,Male,99,Idaho,17,True,M,Black,Standard,True,Debit Card,4.4,5.823529411764706,1
566,59,Male,43,Idaho,11,True,L,Lavender,Store Pickup,True,Venmo,4.2,3.909090909090909,1
567,55,Male,93,Alabama,2,True,M,Indigo,Store Pickup,True,Debit Card,3.6,46.5,1
572,54,Male,76,Kentucky,38,True,XL,Cyan,Free Shipping,True,Venmo,3.6,2.0,1
574,58,Male,68,California,24,True,M,Charcoal,2-Day Shipping,True,Credit Card,3.2,2.8333333333333335,1
578,19,Male,52,Alabama,42,True,M,Black,Store Pickup,True,Venmo,3.7,1.2380952380952381,1
582,32,Male,100,Iowa,13,True,XL,Charcoal,Store Pickup,True,Bank Transfer,2.7,7.6923076923076925,1
594,67,Male,35,Alaska,10,True,S,Green,Store Pickup,True,PayPal,4.4,3.5,1
598,70,Male,69,Alaska,20,True,L,Gold,Standard,True,Bank Transfer,3.4,3.45,1
599,21,Male,66,California,31,True,L,Green,2-Day Shipping,True,Cash,3.2,2.129032258064516,1
606,40,Male,32,California,18,True,XL,Charcoal,Standard,True,Bank Transfer,4.2,1.7777777777777777,1
607,27,Male,90,Colorado,45,True,M,Blue,Standard,True,PayPal,4.5,2.0,1
609,41,Male,25,Delaware,22,True,S,Gold,Next Day Air,True,Venmo,3.3,1.1363636363636365,1
612,43,Male,33,California,20,True,M,Black,Store Pickup,True,Cash,4.7,1.65,1
615,68,Male,85,Idaho,22,True,M,Lavender,Standard,True,Credit Card,4.0,3.8636363636363638,1
619,61,Male,94,Indiana,22,True,L,Cyan,Express,True,Debit Card,4.0,4.2727272727272725,1
639,53,Male,20,Maryland,42,True,S,Blue,Express,True,PayPal,2.7,0.47619047619047616,1
645,68,Male,93,Louisiana,38,True,S,Blue,Next Day Air,True,Cash,4.3,2.4473684210526314,1
651,34,Male,40,Florida,13,True,M,Magenta,Next Day Air,True,Bank Transfer,3.9,3.076923076923077,1
655,24,Male,59,California,24,True,L,Gray,2-Day Shipping,True,Venmo,4.4,2.4583333333333335,1
662,57,Male,68,Iowa,40,True,XL,Green,Store Pickup,True,Credit Card,4.1,1.7,1
663,24,Male,98,Illinois,40,True,L,Magenta,Express,True,Venmo,2.8,2.45,1
664,59,Male,83,Alaska,24,True,M,Charcoal,Express,True,Credit Card,4.7,3.4583333333333335,1
665,63,Male,83,Colorado,42,True,M,Indigo,Express,True,PayPal,4.4,1.9761904761904763,1
668,34,Male,76,Arizona,33,True,S,Blue,Standard,True,Bank Transfer,2.6,2.303030303030303,1
670,43,Male,89,Illinois,46,True,M,Gray,Free Shipping,True,Venmo,3.3,1.934782608695652,1
672,38,Male,30,Iowa,46,True,L,Black,Express,True,Cash,4.7,0.6521739130434783,1
687,70,Male,35,Indiana,34,True,L,Beige,2-Day Shipping,True,Venmo,3.0,1.0294117647058822,1
695,41,Male,21,Kentucky,39,True,S,Charcoal,2-Day Shipping,True,Venmo,3.5,0.5384615384615384,1
700,50,Male,46,Connecticut,6,True,M,Charcoal,2-Day Shipping,True,PayPal,2.6,7.666666666666667,1
705,34,Male,66,Idaho,19,True,S,Black,Express,True,PayPal,3.2,3.473684210526316,1
706,25,Male,90,Arkansas,50,True,XL,Indigo,Free Shipping,True,Cash,4.5,1.8,1
709,37,Male,50,Kentucky,20,True,L,Beige,Store Pickup,True,Cash,3.4,2.5,1
716,33,Male,63,Delaware,38,True,L,Green,Express,True,Debit Card,2.6,1.6578947368421053,1
718,21,Male,90,Alaska,8,True,L,Green,Express,True,Venmo,4.2,11.25,1
728,62,Male,97,Arkansas,38,True,S,Gray,Next Day Air,True,Venmo,4.8,2.5526315789473686,1
745,67,Male,66,Illinois,43,True,S,Charcoal,Next Day Air,True,Debit Card,4.1,1.5348837209302326,1
772,22,Male,68,Hawaii,35,True,L,Cyan,Next Day Air,True,Bank Transfer,2.6,1.9428571428571428,1
774,29,Male,84,California,15,True,L,Indigo,Express,True,Debit Card,2.6,5.6,1
776,49,Male,53,Kentucky,9,True,S,Gold,Store Pickup,True,PayPal,3.0,5.888888888888889,1
783,28,Male,57,Hawaii,16,True,M,Green,Standard,True,Cash,4.5,3.5625,1
791,22,Male,37,Louisiana,13,True,M,Indigo,Store Pickup,True,Bank Transfer,4.9,2.8461538461538463,1
797,42,Male,78,Arizona,44,True,XL,Black,2-Day Shipping,True,Credit Card,4.0,1.7727272727272727,1
807,56,Male,56,Florida,47,True,L,Charcoal,Standard,True,PayPal,2.7,1.1914893617021276,1
812,18,Male,35,Illinois,37,True,M,Green,Free Shipping,True,Venmo,2.7,0.9459459459459459,1
817,26,Male,24,Illinois,25,True,L,Cyan,Store Pickup,True,Debit Card,3.9,0.96,1
824,51,Male,27,Georgia,12,True,M,Green,Free Shipping,True,Credit Card,2.5,2.25,1
828,31,Male,51,Colorado,34,True,S,Green,Free Shipping,True,Bank Transfer,4.1,1.5,1
833,58,Male,80,California,29,True,L,Blue,Express,True,Cash,2.5,2.7586206896551726,1
838,25,Male,28,Illinois,34,True,L,Brown,Express,True,Cash,4.9,0.8235294117647058,1
839,33,Male,29,Kentucky,50,True,M,Gray,Express,True,Credit Card,4.3,0.58,1
849,48,Male,73,Delaware,34,True,M,Lavender,Store Pickup,True,Credit Card,3.6,2.1470588235294117,1
855,21,Male,44,California,23,True,L,Blue,Free Shipping,True,Venmo,4.3,1.9130434782608696,1
857,55,Male,33,Alaska,48,True,M,Gold,Express,True,Debit Card,3.5,0.6875,1
863,19,Male,84,Arkansas,14,True,M,Charcoal,Standard,True,PayPal,4.9,6.0,1
865,51,Male,59,Kentucky,6,True,S,Charcoal,Next Day Air,True,PayPal,3.9,9.833333333333334,1
866,64,Male,26,Colorado,24,True,L,Charcoal,Store Pickup,True,Venmo,4.8,1.0833333333333333,1
872,47,Male,42,Hawaii,46,True,M,Charcoal,Next Day Air,True,Debit Card,2.6,0.9130434782608695,1
897,69,Male,29,Arkansas,39,True,M,Lavender,Express,True,Cash,4.7,0.7435897435897436,1
898,29,Male,91,Illinois,47,True,M,Gray,Express,True,Venmo,3.4,1.9361702127659575,1
903,43,Male,44,Kentucky,6,True,M,Beige,Next Day Air,True,Cash,2.8,7.333333333333333,1
905,69,Male,99,Alaska,47,True,L,Magenta,Free Shipping,True,PayPal,2.9,2.106382978723404,1
913,24,Male,56,Arkansas,33,True,M,Green,Next Day Air,True,Bank Transfer,3.4,1.696969696969697,1
917,49,Male,34,Illinois,17,True,S,Blue,Standard,True,Venmo,2.7,2.0,1
921,37,Male,81,Arkansas,38,True,XL,Gold,Free Shipping,True,Cash,4.3,2.1315789473684212,1
923,63,Male,60,Georgia,14,True,M,Cyan,Standard,True,Credit Card,4.2,4.285714285714286,1
925,52,Male,78,Kansas,38,True,XL,Beige,Standard,True,Cash,3.1,2.0526315789473686,1
931,26,Male,78,Hawaii,21,True,L,Green,Store Pickup,True,Credit Card,4.5,3.7142857142857144,1
933,62,Male,24,Indiana,46,True,L,Blue,Standard,True,Debit Card,3.2,0.5217391304347826,1
934,70,Male,84,Colorado,34,True,M,Magenta,Store Pickup,True,Debit Card,2.7,2.4705882352941178,1
938,32,Male,24,Iowa,19,True,M,Magenta,Express,True,Venmo,2.7,1.263157894736842,1
942,39,Male,35,Illinois,39,True,L,Black,2-Day Shipping,True,PayPal,4.5,0.8974358974358975,1
943,26,Male,91,Arizona,39,True,M,Cyan,Express,True,PayPal,3.2,2.3333333333333335,1
945,54,Male,97,Indiana,40,True,S,Gray,Express,True,Cash,4.8,2.425,1
948,57,Male,32,Indiana,7,True,M,Charcoal,Store Pickup,True,Cash,3.9,4.571428571428571,1
952,47,Male,51,Alaska,35,True,M,Cyan,Express,True,Bank Transfer,2.9,1.457142857142857,1
961,18,Male,48,Louisiana,21,True,XL,Indigo,Standard,True,Venmo,4.4,2.2857142857142856,1
965,42,Male,51,Arizona,13,True,M,Beige,Next Day Air,True,Venmo,2.6,3.923076923076923,1
966,43,Male,55,Delaware,11,True,L,Black,Store Pickup,True,Credit Card,5.0,5.0,1
967,58,Male,55,Kentucky,20,True,M,Brown,Express,True,Cash,4.9,2.75,1
972,47,Male,67,Indiana,16,True,M,Cyan,Next Day Air,True,Credit Card,4.3,4.1875,1
973,61,Male,61,Colorado,34,True,L,Gold,Standard,True,Credit Card,3.0,1.7941176470588236,1
977,34,Male,90,Florida,51,True,M,Gray,Express,True,Credit Card,3.6,1.7647058823529411,1
993,46,Male,99,Louisiana,51,True,M,Gray,Express,True,Debit Card,4.6,1.9411764705882353,1
996,44,Male,80,Idaho,11,True,M,Magenta,2-Day Shipping,True,Venmo,3.0,7.2727272727272725,1
998,64,Male,30,Kentucky,32,True,M,Cyan,Express,True,Cash,3.6,0.9375,1
1017,20,Male,30,Idaho,16,True,XL,Blue,Express,True,Bank Transfer,3.4,1.875,1
1019,50,Male,70,Georgia,47,True,XL,Charcoal,Next Day Air,True,Cash,4.9,1.4893617021276595,1
1020,32,Male,76,Kentucky,34,True,S,Beige,Standard,True,Venmo,2.8,2.235294117647059,1
1021,24,Male,95,Delaware,42,True,M,Black,Express,True,Debit Card,4.5,2.261904761904762,1
1031,58,Male,89,Kentucky,38,True,L,Blue,Next Day Air,True,Debit Card,3.3,2.3421052631578947,1
1036,61,Male,89,Georgia,33,True,M,Brown,Express,True,Venmo,2.8,2.696969696969697,1
1044,28,Male,76,Hawaii,29,True,M,Green,2-Day Shipping,True,Debit Card,3.3,2.6206896551724137,1
1047,40,Male,22,Illinois,13,True,M,Magenta,Standard,True,Venmo,4.2,1.6923076923076923,1
1051,48,Male,64,Florida,20,True,M,Beige,Next Day Air,True,Venmo,3.8,3.2,1
1054,59,Male,70,Kansas,11,True,M,Blue,2-Day Shipping,True,Debit Card,3.3,6.363636363636363,1
1055,18,Male,96,Arkansas,49,True,L,Cyan,Express,True,PayPal,4.9,1.9591836734693877,1
1057,20,Male,64,Idaho,43,True,L,Black,2-Day Shipping,True,Venmo,2.9,1.4883720930232558,1
1061,27,Male,35,Iowa,22,True,S,Gray,Next Day Air,True,Debit Card,2.6,1.5909090909090908,1
1062,36,Male,62,Idaho,13,True,M,Gray,Free Shipping,True,Venmo,4.4,4.769230769230769,1
1064,62,Male,29,Alabama,36,True,S,Indigo,Free Shipping,True,Cash,3.3,0.8055555555555556,1
1066,59,Male,20,Alabama,4,True,XL,Blue,Store Pickup,True,PayPal,4.1,5.0,1
1073,48,Male,92,Idaho,35,True,L,Gold,Express,True,Debit Card,3.5,2.6285714285714286,1
1082,62,Male,30,Idaho,46,True,XL,Brown,Standard,True,Credit Card,4.5,0.6521739130434783,1
1094,60,Male,48,Delaware,47,True,S,Indigo,2-Day Shipping,True,Venmo,4.2,1.0212765957446808,1
1095,25,Male,40,Connecticut,26,True,M,Black,Next Day Air,True,Cash,4.8,1.5384615384615385,1
1105,35,Male,28,Delaware,9,True,M,Beige,Express,True,Bank Transfer,3.1,3.111111111111111,1
1117,67,Male,96,Hawaii,40,True,M,Charcoal,Express,True,PayPal,4.2,2.4,1
1118,25,Male,77,California,25,True,L,Lavender,Store Pickup,True,Credit Card,4.5,3.08,1
1120,34,Male,36,Louisiana,37,True,M,Indigo,Standard,True,Credit Card,3.1,0.972972972972973,1
1127,23,Male,58,Iowa,48,True,L,Beige,Standard,True,Venmo,3.4,1.2083333333333333,1
1131,67,Male,41,Kentucky,31,True,M,Lavender,Standard,True,PayPal,3.9,1.3225806451612903,1
1132,67,Male,73,Illinois,21,True,M,Black,Express,True,Bank Transfer,3.7,3.4761904761904763,1
1134,36,Male,36,Connecticut,30,True,XL,Magenta,2-Day Shipping,True,Cash,4.1,1.2,1
1137,23,Male,83,Illinois,38,True,S,Cyan,Free Shipping,True,Cash,4.8,2.1842105263157894,1
1150,21,Male,42,Georgia,41,True,L,Cyan,Store Pickup,True,Venmo,3.3,1.024390243902439,1
1153,62,Male,49,Connecticut,9,True,M,Gold,Standard,True,PayPal,4.0,5.444444444444445,1
1155,49,Male,82,Georgia,45,True,L,Cyan,2-Day Shipping,True,Credit Card,2.9,1.8222222222222222,1
1157,20,Male,21,Hawaii,7,True,M,Gold,Express,True,Venmo,4.8,3.0,1
1158,37,Male,66,Maryland,12,True,M,Charcoal,Standard,True,Cash,4.4,5.5,1
1167,48,Male,48,Connecticut,23,True,S,Lavender,Store Pickup,True,Venmo,3.7,2.0869565217391304,1
1175,42,Male,31,Michigan,20,True,M,Black,Express,True,Bank Transfer,4.3,1.55,1
1178,54,Male,21,Iowa,25,True,M,Black,Standard,True,Debit Card,4.8,0.84,1
1180,20,Male,33,Indiana,45,True,M,Blue,Free Shipping,True,Bank Transfer,2.8,0.7333333333333333,1
1187,63,Male,68,Indiana,28,True,M,Beige,2-Day Shipping,True,Credit Card,4.1,2.4285714285714284,1
1188,56,Male,89,Iowa,38,True,L,Maroon,Express,True,Credit Card,3.0,2.3421052631578947,1
1192,34,Male,70,Indiana,51,True,L,Charcoal,Free Shipping,True,Venmo,4.1,1.3725490196078431,1
1201,27,Male,22,Connecticut,8,True,XL,Black,Store Pickup,True,PayPal,4.4,2.75,1
1202,27,Male,61,Illinois,47,True,XL,Black,2-Day Shipping,True,Venmo,3.1,1.297872340425532,1
1214,68,Male,52,Kentucky,15,True,XL,Black,Express,True,Debit Card,3.7,3.466666666666667,1
1221,67,Male,64,Kentucky,37,True,M,Green,Express,True,Bank Transfer,4.9,1.7297297297297298,1
1223,58,Male,69,Indiana,28,True,L,Magenta,Store Pickup,True,Bank Transfer,3.4,2.4642857142857144,1
1230,34,Male,52,Kansas,40,True,XL,Maroon,Express,True,Bank Transfer,3.6,1.3,1
1231,25,Male,80,Illinois,50,True,L,Brown,Standard,True,Venmo,4.6,1.6,1
1247,27,Male,60,Louisiana,28,True,M,Charcoal,Standard,True,Cash,2.7,2.142857142857143,1
1255,54,Male,56,California,3,True,XL,Black,2-Day Shipping,True,Credit Card,3.3,18.666666666666668,1
1264,41,Male,70,Delaware,2,True,L,Brown,2-Day Shipping,True,Credit Card,4.6,35.0,1
1269,23,Male,88,Idaho,26,True,XL,Charcoal,Next Day Air,True,Debit Card,2.9,3.3846153846153846,1
1272,70,Male,57,Kentucky,43,True,S,Gray,Store Pickup,True,PayPal,4.3,1.3255813953488371,1
1280,63,Male,56,Maryland,19,True,L,Charcoal,Express,True,Debit Card,3.7,2.9473684210526314,1
1285,65,Male,93,Arkansas,39,True,M,Black,Express,True,PayPal,3.9,2.3846153846153846,1
1299,29,Male,81,Indiana,15,True,S,Indigo,Free Shipping,True,Bank Transfer,3.0,5.4,1
1303,23,Male,25,Idaho,38,True,M,Gold,Next Day Air,True,Credit Card,2.9,0.6578947368421053,1
1307,54,Male,33,Alaska,41,True,L,Brown,Next Day Air,True,PayPal,4.5,0.8048780487804879,1
1310,32,Male,21,Hawaii,42,True,L,Lavender,Store Pickup,True,Cash,4.7,0.5,1
1317,28,Male,32,Arkansas,15,True,S,Lavender,Standard,True,Debit Card,4.6,2.1333333333333333,1
1318,28,Male,43,Kentucky,20,True,M,Green,Free Shipping,True,Cash,2.8,2.15,1
1333,66,Male,60,Alaska,17,True,S,Gold,Store Pickup,True,Bank Transfer,4.3,3.5294117647058822,1
1334,29,Male,69,Idaho,10,True,M,Lavender,Next Day Air,True,Bank Transfer,2.7,6.9,1
1344,68,Male,56,Florida,35,True,M,Indigo,Standard,True,Bank Transfer,3.4,1.6,1
1356,59,Male,91,Florida,51,True,M,Blue,2-Day Shipping,True,PayPal,3.0,1.7843137254901962,1
1357,49,Male,61,Indiana,35,True,M,Cyan,Free Shipping,True,Bank Transfer,4.0,1.7428571428571429,1
1361,56,Male,43,Alabama,5,True,L,Black,Express,True,Bank Transfer,2.8,8.6,1
1362,49,Male,32,Alabama,40,True,M,Beige,Next Day Air,True,Debit Card,3.7,0.8,1
1363,41,Male,46,Colorado,30,True,M,Gray,Express,True,Cash,4.3,1.5333333333333334,1
1366,28,Male,69,Indiana,19,True,M,Magenta,Store Pickup,True,Bank Transfer,4.5,3.6315789473684212,1
1367,45,Male,40,Iowa,11,True,M,Magenta,Free Shipping,True,Credit Card,3.1,3.6363636363636362,1
1368,60,Male,63,Iowa,26,True,S,Black,Express,True,Cash,3.8,2.423076923076923,1
1370,32,Male,75,Iowa,49,True,M,Green,Standard,True,Venmo,3.2,1.530612244897959,1
1376,42,Male,31,Maine,9,True,L,Brown,2-Day Shipping,True,Credit Card,4.1,3.4444444444444446,1
1379,37,Male,49,Kentucky,25,True,XL,Lavender,Free Shipping,True,Venmo,3.6,1.96,1
1381,51,Male,35,Massachusetts,42,True,S,Beige,Standard,True,Cash,4.6,0.8333333333333334,1
1382,30,Male,86,Illinois,49,True,L,Green,Standard,True,Venmo,2.9,1.7551020408163265,1
1385,46,Male,96,Alaska,9,True,M,Beige,Standard,True,Bank Transfer,4.6,10.666666666666666,1
1389,62,Male,23,Arkansas,41,True,M,Lavender,Express,True,Cash,3.9,0.5609756097560976,1
1395,26,Male,43,Iowa,40,True,L,Magenta,Next Day Air,True,Cash,4.7,1.075,1
1402,23,Male,59,Indiana,2,True,M,Blue,2-Day Shipping,True,PayPal,3.5,29.5,1
1410,34,Male,50,Idaho,42,True,M,Blue,Standard,True,Cash,4.2,1.1904761904761905,1
1412,48,Male,24,Louisiana,14,True,L,Green,Store Pickup,True,Venmo,2.8,1.7142857142857142,1
1416,54,Male,90,Illinois,13,True,M,Blue,Free Shipping,True,Credit Card,3.7,6.923076923076923,1
1421,22,Male,53,California,46,True,XL,Gray,Store Pickup,True,PayPal,4.6,1.1521739130434783,1
1424,51,Male,60,Michigan,13,True,S,Black,Free Shipping,True,Venmo,3.5,4.615384615384615,1
1425,66,Male,23,Connecticut,35,True,S,Indigo,Standard,True,Bank Transfer,3.5,0.6571428571428571,1
1433,34,Male,33,Florida,33,True,L,Black,Express,True,Debit Card,4.4,1.0,1
1446,64,Male,51,Arkansas,25,True,M,Gold,2-Day Shipping,True,Credit Card,3.1,2.04,1
1453,60,Male,25,Colorado,12,True,L,Blue,2-Day Shipping,True,Bank Transfer,4.7,2.0833333333333335,1
1467,58,Male,71,Alabama,4,True,M,Green,Store Pickup,True,PayPal,4.5,17.75,1
1472,31,Male,71,Alaska,49,True,S,Gray,2-Day Shipping,True,Venmo,2.8,1.4489795918367347,1
1488,40,Male,44,Arizona,27,True,L,Black,Store Pickup,True,PayPal,4.6,1.6296296296296295,1
1492,27,Male,54,Arkansas,11,True,S,Black,Free Shipping,True,Bank Transfer,2.7,4.909090909090909,1
1503,37,Male,66,Massachusetts,21,True,M,Black,Store Pickup,True,Cash,3.2,3.142857142857143,1
1509,35,Male,84,Colorado,4,True,L,Beige,Store Pickup,True,Cash,4.4,21.0,1
1521,21,Male,66,Iowa,40,True,M,Brown,2-Day Shipping,True,Cash,4.4,1.65,1
1530,20,Male,63,Georgia,49,True,M,Lavender,Free Shipping,True,Credit Card,3.1,1.2857142857142858,1
